villcode,county,district,village,agree_2025,disagree_2025,2021_agree,2021_disagree,agree_diff,disagree_diff,agree_pct_change,disagree_pct_change
66000080017,臺中市,北屯區,仁和里,1944,534,1812,1692,132,-1158,7.285,-68.44
66000080018,臺中市,北屯區,仁美里,2314,596,1995,2001,319,-1405,15.99,-70.215
66000080022,臺中市,北屯區,仁愛里,271,68,286,191,-15,-123,-5.245,-64.398
66000080008,臺中市,北屯區,水景里,3352,876,2867,3037,485,-2161,16.917,-71.156
66000080023,臺中市,北屯區,水湳里,1705,531,1523,1447,182,-916,11.95,-63.303
66000080002,臺中市,北屯區,北屯里,857,206,820,649,37,-443,4.512,-68.259
66000080034,臺中市,北屯區,北京里,674,209,687,766,-13,-557,-1.892,-72.715
66000080001,臺中市,北屯區,北興里,819,234,721,701,98,-467,13.592,-66.619
66000080019,臺中市,北屯區,四民里,568,179,324,365,244,-186,75.309,-50.959
66000080035,臺中市,北屯區,平心里,1177,295,1063,956,114,-661,10.724,-69.142
66000080004,臺中市,北屯區,平田里,1380,331,1272,1125,108,-794,8.491,-70.578
66000080026,臺中市,北屯區,平安里,1219,385,1174,1177,45,-792,3.833,-67.29
66000080005,臺中市,北屯區,平和里,1252,279,1146,947,106,-668,9.25,-70.539
66000080040,臺中市,北屯區,平昌里,1059,264,974,894,85,-630,8.727,-70.47
66000080038,臺中市,北屯區,平陽里,1117,280,1087,977,30,-697,2.76,-71.341
66000080027,臺中市,北屯區,平順里,699,195,700,694,-1,-499,-0.143,-71.902
66000080036,臺中市,北屯區,平福里,977,223,894,709,83,-486,9.284,-68.547
66000080028,臺中市,北屯區,平德里,1362,384,1355,1260,7,-876,0.517,-69.524
66000080039,臺中市,北屯區,平興里,1645,428,1433,1298,212,-870,14.794,-67.026
66000080012,臺中市,北屯區,民政里,200,50,174,200,26,-150,14.943,-75.0
66000080015,臺中市,北屯區,民德里,205,58,163,193,42,-135,25.767,-69.948
66000080021,臺中市,北屯區,同榮里,1407,327,1247,1153,160,-826,12.831,-71.639
66000080020,臺中市,北屯區,后庄里,2791,523,2537,1785,254,-1262,10.012,-70.7
66000080010,臺中市,北屯區,和平里,2844,740,2329,2421,515,-1681,22.112,-69.434
66000080042,臺中市,北屯區,忠平里,1077,196,1008,695,69,-499,6.845,-71.799
66000080011,臺中市,北屯區,東山里,414,171,366,553,48,-382,13.115,-69.078
66000080006,臺中市,北屯區,東光里,1082,284,996,949,86,-665,8.635,-70.074
66000080029,臺中市,北屯區,松安里,1175,303,1025,1029,150,-726,14.634,-70.554
66000080016,臺中市,北屯區,松竹里,2146,453,2140,1731,6,-1278,0.28,-73.83
66000080037,臺中市,北屯區,松和里,1451,401,1299,1179,152,-778,11.701,-65.988
66000080033,臺中市,北屯區,松勇里,1414,346,1181,1064,233,-718,19.729,-67.481
66000080030,臺中市,北屯區,松茂里,1382,318,1254,994,128,-676,10.207,-68.008
66000080032,臺中市,北屯區,松強里,1544,360,1385,1341,159,-981,11.48,-73.154
66000080009,臺中市,北屯區,軍功里,3014,836,2518,2913,496,-2077,19.698,-71.301
66000080024,臺中市,北屯區,陳平里,1209,282,1085,839,124,-557,11.429,-66.389
66000080025,臺中市,北屯區,新平里,1157,217,999,747,158,-530,15.816,-70.95
66000080013,臺中市,北屯區,廍子里,4594,1008,2833,2619,1761,-1611,62.16,-61.512
66000080007,臺中市,北屯區,舊社里,3477,925,1467,1465,2010,-540,137.014,-36.86
66000050026,臺中市,北區,中正里,235,116,218,356,17,-240,7.798,-67.416
66000050027,臺中市,北區,六合里,334,146,260,414,74,-268,28.462,-64.734
66000050001,臺中市,北區,光大里,448,127,373,465,75,-338,20.107,-72.688
66000050002,臺中市,北區,文莊里,1002,214,1010,609,-8,-395,-0.792,-64.86
66000050028,臺中市,北區,大湖里,339,122,323,494,16,-372,4.954,-75.304
66000050003,臺中市,北區,五常里,263,101,233,327,30,-226,12.876,-69.113
66000050029,臺中市,北區,錦平里,343,157,377,404,-34,-247,-9.019,-61.139
66000050005,臺中市,北區,新北里,339,116,373,402,-34,-286,-9.115,-71.144
66000050004,臺中市,北區,新興里,355,78,351,264,4,-186,1.14,-70.455
66000050006,臺中市,北區,樂英里,878,93,887,265,-9,-172,-1.015,-64.906
66000050007,臺中市,北區,錦村里,831,245,786,722,45,-477,5.725,-66.066
66000050008,臺中市,北區,建成里,1358,372,1124,1177,234,-805,20.819,-68.394
66000050030,臺中市,北區,建德里,850,283,801,754,49,-471,6.117,-62.467
66000050009,臺中市,北區,錦洲里,849,217,807,644,42,-427,5.204,-66.304
66000050020,臺中市,北區,錦祥里,1403,316,1078,888,325,-572,30.148,-64.414
66000050010,臺中市,北區,金華里,712,159,640,536,72,-377,11.25,-70.336
66000050011,臺中市,北區,金龍里,1124,357,977,863,147,-506,15.046,-58.633
66000050012,臺中市,北區,邱厝里,515,149,510,485,5,-336,0.98,-69.278
66000050013,臺中市,北區,建興里,1246,419,1182,1270,64,-851,5.415,-67.008
66000050014,臺中市,北區,頂厝里,990,257,990,879,0,-622,0.0,-70.762
66000050031,臺中市,北區,崇德里,787,234,713,725,74,-491,10.379,-67.724
66000050015,臺中市,北區,賴厝里,974,244,972,744,2,-500,0.206,-67.204
66000050036,臺中市,北區,賴福里,917,309,953,879,-36,-570,-3.778,-64.846
66000050025,臺中市,北區,賴興里,985,244,940,705,45,-461,4.787,-65.39
66000050032,臺中市,北區,賴旺里,910,235,858,792,52,-557,6.061,-70.328
66000050024,臺中市,北區,賴明里,963,248,867,711,96,-463,11.073,-65.12
66000050035,臺中市,北區,梅川里,735,212,714,684,21,-472,2.941,-69.006
66000050016,臺中市,北區,賴村里,1006,379,889,1040,117,-661,13.161,-63.558
66000050017,臺中市,北區,育德里,905,264,849,809,56,-545,6.596,-67.367
66000050018,臺中市,北區,淡溝里,1182,390,1102,1156,80,-766,7.26,-66.263
66000050021,臺中市,北區,健行里,1580,530,1398,1649,182,-1119,13.019,-67.859
66000050022,臺中市,北區,明德里,1256,346,1136,1186,120,-840,10.563,-70.826
66000050033,臺中市,北區,明新里,682,202,603,558,79,-356,13.101,-63.799
66000050023,臺中市,北區,長青里,1360,391,1271,1297,89,-906,7.002,-69.854
66000050034,臺中市,北區,立人里,883,236,847,702,36,-466,4.25,-66.382
66000050019,臺中市,北區,中達里,567,205,557,580,10,-375,1.795,-64.655
66000040003,臺中市,西區,三民里,352,144,415,388,-63,-244,-15.181,-62.887
66000040002,臺中市,西區,利民里,343,91,349,273,-6,-182,-1.719,-66.667
66000040001,臺中市,西區,民生里,362,126,390,409,-28,-283,-7.179,-69.193
66000040005,臺中市,西區,廣民里,301,97,299,310,2,-213,0.669,-68.71
66000040006,臺中市,西區,平和里,428,125,415,392,13,-267,3.133,-68.112
66000040004,臺中市,西區,東昇里,490,166,534,563,-44,-397,-8.24,-70.515
66000040007,臺中市,西區,公民里,1111,375,1094,1154,17,-779,1.554,-67.504
66000040008,臺中市,西區,藍興里,1002,365,906,929,96,-564,10.596,-60.71
66000040009,臺中市,西區,公舘里,1211,402,1158,1357,53,-955,4.577,-70.376
66000040013,臺中市,西區,安龍里,635,275,640,731,-5,-456,-0.781,-62.38
66000040014,臺中市,西區,吉龍里,1551,424,1516,1447,35,-1023,2.309,-70.698
66000040018,臺中市,西區,土庫里,1244,395,1163,1406,81,-1011,6.965,-71.906
66000040025,臺中市,西區,大忠里,1129,321,1077,1052,52,-731,4.828,-69.487
66000040011,臺中市,西區,民龍里,908,263,782,729,126,-466,16.113,-63.923
66000040010,臺中市,西區,和龍里,494,195,425,561,69,-366,16.235,-65.241
66000040012,臺中市,西區,後龍里,779,300,708,779,71,-479,10.028,-61.489
66000040024,臺中市,西區,双龍里,609,193,631,608,-22,-415,-3.487,-68.257
66000040015,臺中市,西區,昇平里,1233,406,1172,1341,61,-935,5.205,-69.724
66000040021,臺中市,西區,中興里,794,331,718,996,76,-665,10.585,-66.767
66000040020,臺中市,西區,公益里,628,235,551,711,77,-476,13.975,-66.948
66000040023,臺中市,西區,公德里,1026,299,929,940,97,-641,10.441,-68.191
66000040017,臺中市,西區,公正里,1507,456,1428,1483,79,-1027,5.532,-69.252
66000040022,臺中市,西區,公平里,1157,353,1114,1004,43,-651,3.86,-64.841
66000040016,臺中市,西區,忠明里,1329,434,1288,1393,41,-959,3.183,-68.844
66000040019,臺中市,西區,忠誠里,1196,433,1178,1300,18,-867,1.528,-66.692
66000010003,臺中市,中區,綠川里,281,114,292,388,-11,-274,-3.767,-70.619
66000010001,臺中市,中區,繼光里,238,117,267,374,-29,-257,-10.861,-68.717
66000010004,臺中市,中區,公園里,254,124,265,313,-11,-189,-4.151,-60.383
66000010005,臺中市,中區,光復里,362,124,411,437,-49,-313,-11.922,-71.625
66000010002,臺中市,中區,大墩里,377,138,377,448,0,-310,0.0,-69.196
66000010006,臺中市,中區,柳川里,349,119,329,375,20,-256,6.079,-68.267
66000010007,臺中市,中區,大誠里,510,183,451,539,59,-356,13.082,-66.048
66000010008,臺中市,中區,中華里,412,124,373,390,39,-266,10.456,-68.205
66000020001,臺中市,東區,新庄里,517,200,510,657,7,-457,1.373,-69.559
66000020002,臺中市,東區,振興里,607,252,569,855,38,-603,6.678,-70.526
66000020003,臺中市,東區,東橋里,709,324,620,1076,89,-752,14.355,-69.888
66000020004,臺中市,東區,東興里,603,246,517,723,86,-477,16.634,-65.975
66000020006,臺中市,東區,泉源里,464,175,403,521,61,-346,15.136,-66.411
66000020005,臺中市,東區,干城里,554,215,409,501,145,-286,35.452,-57.086
66000020007,臺中市,東區,旱溪里,585,204,534,645,51,-441,9.551,-68.372
66000020008,臺中市,東區,樂成里,540,209,395,569,145,-360,36.709,-63.269
66000020009,臺中市,東區,東門里,1593,594,1213,1813,380,-1219,31.327,-67.237
66000020010,臺中市,東區,十甲里,1136,354,969,1119,167,-765,17.234,-68.365
66000020017,臺中市,東區,東英里,1800,519,1443,1757,357,-1238,24.74,-70.461
66000020011,臺中市,東區,東南里,964,238,849,802,115,-564,13.545,-70.324
66000020012,臺中市,東區,東勢里,569,170,560,517,9,-347,1.607,-67.118
66000020013,臺中市,東區,合作里,1068,180,1049,624,19,-444,1.811,-71.154
66000020015,臺中市,東區,富仁里,1240,212,1242,602,-2,-390,-0.161,-64.784
66000020014,臺中市,東區,富台里,517,90,495,267,22,-177,4.444,-66.292
66000020016,臺中市,東區,東信里,2104,671,1656,2334,448,-1663,27.053,-71.251
66000030015,臺中市,南區,長春里,396,162,407,486,-11,-324,-2.703,-66.667
66000030016,臺中市,南區,長榮里,605,186,549,607,56,-421,10.2,-69.357
66000030001,臺中市,南區,城隍里,804,281,736,869,68,-588,9.239,-67.664
66000030002,臺中市,南區,國光里,796,303,731,947,65,-644,8.892,-68.004
66000030003,臺中市,南區,南門里,811,328,763,863,48,-535,6.291,-61.993
66000030004,臺中市,南區,德義里,702,202,681,665,21,-463,3.084,-69.624
66000030005,臺中市,南區,積善里,592,202,518,633,74,-431,14.286,-68.088
66000030006,臺中市,南區,江川里,689,228,660,671,29,-443,4.394,-66.021
66000030007,臺中市,南區,新榮里,1232,325,1005,897,227,-572,22.587,-63.768
66000030008,臺中市,南區,福興里,865,320,891,925,-26,-605,-2.918,-65.405
66000030009,臺中市,南區,福平里,1165,383,1096,1220,69,-837,6.296,-68.607
66000030017,臺中市,南區,福順里,1372,389,1208,1206,164,-817,13.576,-67.745
66000030010,臺中市,南區,和平里,920,246,756,797,164,-551,21.693,-69.134
66000030018,臺中市,南區,平和里,732,221,675,829,57,-608,8.444,-73.341
66000030019,臺中市,南區,南和里,1759,440,1565,1415,194,-975,12.396,-68.905
66000030011,臺中市,南區,永興里,2023,533,1791,1722,232,-1189,12.954,-69.048
66000030020,臺中市,南區,永和里,1025,280,976,971,49,-691,5.02,-71.164
66000030012,臺中市,南區,樹義里,3088,755,2449,2606,639,-1851,26.092,-71.028
66000030021,臺中市,南區,工學里,1728,414,1463,1385,265,-971,18.113,-70.108
66000030013,臺中市,南區,樹德里,2474,567,1954,1795,520,-1228,26.612,-68.412
66000030014,臺中市,南區,西川里,1056,317,992,910,64,-593,6.452,-65.165
66000030022,臺中市,南區,崇倫里,1382,450,1167,1275,215,-825,18.423,-64.706
66000270001,臺中市,太平區,太平里,1075,322,937,1233,138,-911,14.728,-73.885
66000270002,臺中市,太平區,長億里,1592,381,1174,1230,418,-849,35.605,-69.024
66000270020,臺中市,太平區,永成里,1535,398,1156,1372,379,-974,32.785,-70.991
66000270003,臺中市,太平區,中平里,885,255,714,878,171,-623,23.95,-70.957
66000270024,臺中市,太平區,中政里,744,205,606,783,138,-578,22.772,-73.819
66000270025,臺中市,太平區,平安里,475,124,367,501,108,-377,29.428,-75.25
66000270004,臺中市,太平區,中興里,675,215,560,765,115,-550,20.536,-71.895
66000270021,臺中市,太平區,永平里,838,239,682,852,156,-613,22.874,-71.948
66000270006,臺中市,太平區,東平里,871,225,684,848,187,-623,27.339,-73.467
66000270022,臺中市,太平區,成功里,759,246,590,863,169,-617,28.644,-71.495
66000270023,臺中市,太平區,東和里,632,156,475,546,157,-390,33.053,-71.429
66000270005,臺中市,太平區,建國里,612,169,533,590,79,-421,14.822,-71.356
66000270026,臺中市,太平區,建興里,583,156,465,537,118,-381,25.376,-70.95
66000270009,臺中市,太平區,坪林里,842,222,815,625,27,-403,3.313,-64.48
66000270035,臺中市,太平區,大興里,482,121,451,479,31,-358,6.874,-74.739
66000270036,臺中市,太平區,勤益里,605,127,531,366,74,-239,13.936,-65.301
66000270010,臺中市,太平區,光華里,1262,294,1135,944,127,-650,11.189,-68.856
66000270033,臺中市,太平區,光明里,941,198,862,634,79,-436,9.165,-68.77
66000270008,臺中市,太平區,中山里,756,194,715,556,41,-362,5.734,-65.108
66000270034,臺中市,太平區,豐年里,1088,257,1025,880,63,-623,6.146,-70.795
66000270007,臺中市,太平區,宜欣里,1342,355,1035,1276,307,-921,29.662,-72.179
66000270031,臺中市,太平區,宜佳里,1389,319,1177,1124,212,-805,18.012,-71.619
66000270032,臺中市,太平區,宜昌里,932,282,616,778,316,-496,51.299,-63.753
66000270011,臺中市,太平區,新坪里,1843,450,1457,1311,386,-861,26.493,-65.675
66000270029,臺中市,太平區,新吉里,1350,360,1154,1049,196,-689,16.984,-65.682
66000270030,臺中市,太平區,新城里,1480,375,1008,928,472,-553,46.825,-59.591
66000270012,臺中市,太平區,新光里,1707,462,1470,1611,237,-1149,16.122,-71.322
66000270027,臺中市,太平區,新興里,1553,347,1078,1172,475,-825,44.063,-70.392
66000270028,臺中市,太平區,新高里,2433,597,1642,1597,791,-1000,48.173,-62.617
66000270013,臺中市,太平區,新福里,1731,446,1364,1370,367,-924,26.906,-67.445
66000270014,臺中市,太平區,頭汴里,318,84,318,339,0,-255,0.0,-75.221
66000270037,臺中市,太平區,聖和里,297,86,261,323,36,-237,13.793,-73.375
66000270015,臺中市,太平區,東汴里,182,47,166,235,16,-188,9.639,-80.0
66000270016,臺中市,太平區,興隆里,691,176,586,597,105,-421,17.918,-70.519
66000270038,臺中市,太平區,福隆里,842,236,672,779,170,-543,25.298,-69.705
66000270019,臺中市,太平區,黃竹里,105,20,102,146,3,-126,2.941,-86.301
66000270017,臺中市,太平區,光隆里,571,218,424,761,147,-543,34.67,-71.353
66000270039,臺中市,太平區,永隆里,466,132,397,497,69,-365,17.38,-73.441
66000270018,臺中市,太平區,德隆里,978,284,751,1023,227,-739,30.226,-72.239
66000280019,臺中市,大里區,東湖里,2371,702,1829,2189,542,-1487,29.634,-67.931
66000280020,臺中市,大里區,西湖里,618,210,498,670,120,-460,24.096,-68.657
66000280001,臺中市,大里區,大里里,807,287,697,836,110,-549,15.782,-65.67
66000280002,臺中市,大里區,新里里,2273,681,1971,2264,302,-1583,15.322,-69.92
66000280021,臺中市,大里區,國光里,1428,326,1276,1176,152,-850,11.912,-72.279
66000280003,臺中市,大里區,樹王里,744,309,599,958,145,-649,24.207,-67.745
66000280005,臺中市,大里區,祥興里,1649,587,1360,1731,289,-1144,21.25,-66.089
66000280008,臺中市,大里區,內新里,1966,532,1700,1679,266,-1147,15.647,-68.314
66000280025,臺中市,大里區,中新里,1235,296,1049,1070,186,-774,17.731,-72.336
66000280009,臺中市,大里區,東昇里,705,204,660,749,45,-545,6.818,-72.764
66000280012,臺中市,大里區,大元里,907,346,812,1064,95,-718,11.7,-67.481
66000280013,臺中市,大里區,夏田里,208,93,167,298,41,-205,24.551,-68.792
66000280014,臺中市,大里區,仁化里,1669,474,1346,1775,323,-1301,23.997,-73.296
66000280027,臺中市,大里區,仁德里,1242,354,1037,1272,205,-918,19.769,-72.17
66000280015,臺中市,大里區,健民里,1008,318,748,953,260,-635,34.759,-66.632
66000280016,臺中市,大里區,塗城里,1701,562,1374,1823,327,-1261,23.799,-69.172
66000280004,臺中市,大里區,東興里,1445,500,1320,1586,125,-1086,9.47,-68.474
66000280022,臺中市,大里區,大明里,969,309,779,896,190,-587,24.39,-65.513
66000280023,臺中市,大里區,永隆里,2433,648,2241,2170,192,-1522,8.568,-70.138
66000280006,臺中市,大里區,日新里,1111,334,889,931,222,-597,24.972,-64.125
66000280007,臺中市,大里區,西榮里,1119,389,1000,1198,119,-809,11.9,-67.529
66000280024,臺中市,大里區,長榮里,2026,566,1889,1911,137,-1345,7.253,-70.382
66000280018,臺中市,大里區,金城里,2128,582,1742,2003,386,-1421,22.158,-70.944
66000280010,臺中市,大里區,立仁里,1093,315,858,1112,235,-797,27.389,-71.673
66000280026,臺中市,大里區,立德里,1771,493,1382,1638,389,-1145,28.148,-69.902
66000280011,臺中市,大里區,新仁里,1798,580,1424,1803,374,-1223,26.264,-67.831
66000280017,臺中市,大里區,瑞城里,2655,773,2117,2375,538,-1602,25.413,-67.453
66000090001,臺中市,豐原區,豐原里,829,298,517,467,312,-169,60.348,-36.188
66000090004,臺中市,豐原區,豐榮里,332,188,204,310,128,-122,62.745,-39.355
66000090002,臺中市,豐原區,頂街里,281,177,169,253,112,-76,66.272,-30.04
66000090003,臺中市,豐原區,中山里,246,166,171,231,75,-65,43.86,-28.139
66000090005,臺中市,豐原區,下街里,252,131,127,171,125,-40,98.425,-23.392
66000090028,臺中市,豐原區,中陽里,1891,858,1079,1182,812,-324,75.255,-27.411
66000090013,臺中市,豐原區,大湳里,856,360,474,626,382,-266,80.591,-42.492
66000090014,臺中市,豐原區,北湳里,1072,460,644,637,428,-177,66.46,-27.786
66000090015,臺中市,豐原區,東湳里,1250,640,616,1048,634,-408,102.922,-38.931
66000090016,臺中市,豐原區,西湳里,3125,1392,1581,2250,1544,-858,97.66,-38.133
