villcode,county,district,village,agree_2025,disagree_2025,2021_agree,2021_disagree,agree_diff,disagree_diff,agree_pct_change,disagree_pct_change
10013250004,屏東縣,枋山鄉,善餘村,76,82,76,172,0,-90,0.0,-52.326
10013260004,屏東縣,三地門鄉,大社村,179,36,146,29,33,7,22.603,24.138
10013260003,屏東縣,三地門鄉,德文村,57,17,56,31,1,-14,1.786,-45.161
10013260002,屏東縣,三地門鄉,達來村,51,60,59,36,-8,24,-13.559,66.667
10013260001,屏東縣,三地門鄉,三地村,373,90,432,124,-59,-34,-13.657,-27.419
10013260005,屏東縣,三地門鄉,賽嘉村,136,58,158,60,-22,-2,-13.924,-3.333
10013260006,屏東縣,三地門鄉,口社村,142,58,137,51,5,7,3.65,13.725
10013260007,屏東縣,三地門鄉,馬兒村,55,16,66,34,-11,-18,-16.667,-52.941
10013260008,屏東縣,三地門鄉,安坡村,105,33,112,42,-7,-9,-6.25,-21.429
10013260009,屏東縣,三地門鄉,青山村,174,23,163,36,11,-13,6.748,-36.111
10013260010,屏東縣,三地門鄉,青葉村,151,48,132,35,19,13,14.394,37.143
10013270001,屏東縣,霧臺鄉,霧台村,251,112,233,115,18,-3,7.725,-2.609
10013270003,屏東縣,霧臺鄉,吉露村,68,15,56,16,12,-1,21.429,-6.25
10013270002,屏東縣,霧臺鄉,阿禮村,82,34,87,18,-5,16,-5.747,88.889
10013270006,屏東縣,霧臺鄉,好茶村,136,68,110,75,26,-7,23.636,-9.333
10013270005,屏東縣,霧臺鄉,佳暮村,87,33,126,22,-39,11,-30.952,50.0
10013270004,屏東縣,霧臺鄉,大武村,59,31,40,25,19,6,47.5,24.0
10013280001,屏東縣,瑪家鄉,瑪家村,125,49,115,46,10,3,8.696,6.522
10013280002,屏東縣,瑪家鄉,北葉村,216,56,237,74,-21,-18,-8.861,-24.324
10013280003,屏東縣,瑪家鄉,凉山村,268,43,220,62,48,-19,21.818,-30.645
10013280004,屏東縣,瑪家鄉,佳義村,179,107,206,102,-27,5,-13.107,4.902
10013280005,屏東縣,瑪家鄉,排灣村,91,41,109,26,-18,15,-16.514,57.692
10013290001,屏東縣,泰武鄉,佳平村,257,63,268,56,-11,7,-4.104,12.5
10013290002,屏東縣,泰武鄉,武潭村,236,70,258,77,-22,-7,-8.527,-9.091
10013290003,屏東縣,泰武鄉,平和村,128,92,117,95,11,-3,9.402,-3.158
10013290006,屏東縣,泰武鄉,萬安村,239,32,224,31,15,1,6.696,3.226
10013290004,屏東縣,泰武鄉,佳興村,91,23,93,22,-2,1,-2.151,4.545
10013290005,屏東縣,泰武鄉,泰武村,176,36,176,31,0,5,0.0,16.129
10013300001,屏東縣,來義鄉,來義村,154,69,209,48,-55,21,-26.316,43.75
10013300002,屏東縣,來義鄉,義林村,133,62,149,46,-16,16,-10.738,34.783
10013300003,屏東縣,來義鄉,丹林村,223,48,222,38,1,10,0.45,26.316
10013300004,屏東縣,來義鄉,古樓村,290,86,338,67,-48,19,-14.201,28.358
10013300005,屏東縣,來義鄉,文樂村,222,53,243,56,-21,-3,-8.642,-5.357
10013300006,屏東縣,來義鄉,望嘉村,256,49,309,41,-53,8,-17.152,19.512
10013300007,屏東縣,來義鄉,南和村,287,86,333,78,-46,8,-13.814,10.256
10013310001,屏東縣,春日鄉,春日村,154,38,147,44,7,-6,4.762,-13.636
10013310002,屏東縣,春日鄉,古華村,154,47,138,47,16,0,11.594,0.0
10013310003,屏東縣,春日鄉,士文村,48,26,38,18,10,8,26.316,44.444
10013310004,屏東縣,春日鄉,七佳村,198,49,218,63,-20,-14,-9.174,-22.222
10013310005,屏東縣,春日鄉,歸崇村,132,35,131,40,1,-5,0.763,-12.5
10013310006,屏東縣,春日鄉,力里村,98,29,91,35,7,-6,7.692,-17.143
10013320004,屏東縣,獅子鄉,內文村,48,14,58,15,-10,-1,-17.241,-6.667
10013320003,屏東縣,獅子鄉,草埔村,179,21,183,31,-4,-10,-2.186,-32.258
10013320002,屏東縣,獅子鄉,丹路村,183,30,168,33,15,-3,8.929,-9.091
10013320001,屏東縣,獅子鄉,楓林村,206,31,172,49,34,-18,19.767,-36.735
10013320005,屏東縣,獅子鄉,竹坑村,93,11,72,23,21,-12,29.167,-52.174
10013320006,屏東縣,獅子鄉,獅子村,96,27,119,27,-23,0,-19.328,0.0
10013320007,屏東縣,獅子鄉,內獅村,195,22,179,40,16,-18,8.939,-45.0
10013320008,屏東縣,獅子鄉,南世村,91,31,93,21,-2,10,-2.151,47.619
10013330001,屏東縣,牡丹鄉,石門村,451,97,395,105,56,-8,14.177,-7.619
10013330002,屏東縣,牡丹鄉,牡丹村,188,25,193,31,-5,-6,-2.591,-19.355
10013330003,屏東縣,牡丹鄉,東源村,115,28,124,21,-9,7,-7.258,33.333
10013330004,屏東縣,牡丹鄉,旭海村,92,28,95,33,-3,-5,-3.158,-15.152
10013330005,屏東縣,牡丹鄉,高士村,128,29,118,33,10,-4,8.475,-12.121
10013330006,屏東縣,牡丹鄉,四林村,132,12,71,34,61,-22,85.915,-64.706
10018010011,新竹市,東區,育賢里,212,58,260,197,-48,-139,-18.462,-70.558
10018010017,新竹市,東區,親仁里,477,86,235,191,242,-105,102.979,-54.974
10018010006,新竹市,東區,榮光里,43,35,235,191,-192,-156,-81.702,-81.675
10018010005,新竹市,東區,東門里,89,52,99,176,-10,-124,-10.101,-70.455
10018010007,新竹市,東區,成功里,122,47,118,161,4,-114,3.39,-70.807
10018010012,新竹市,東區,中正里,113,37,107,134,6,-97,5.607,-72.388
10018010051,新竹市,東區,錦華里,476,99,497,350,-21,-251,-4.225,-71.714
10018010018,新竹市,東區,文華里,1150,311,1117,902,33,-591,2.954,-65.521
10018010019,新竹市,東區,復中里,962,269,1053,845,-91,-576,-8.642,-68.166
10018010050,新竹市,東區,復興里,1194,246,1154,996,40,-750,3.466,-75.301
10018010020,新竹市,東區,三民里,1081,314,1051,1015,30,-701,2.854,-69.064
10018010021,新竹市,東區,東園里,1462,360,1355,1308,107,-948,7.897,-72.477
10018010013,新竹市,東區,公園里,857,153,822,600,35,-447,4.258,-74.5
10018010048,新竹市,東區,建華里,571,183,550,507,21,-324,3.818,-63.905
10018010027,新竹市,東區,東山里,820,160,906,632,-86,-472,-9.492,-74.684
10018010026,新竹市,東區,綠水里,1572,374,1620,1248,-48,-874,-2.963,-70.032
10018010022,新竹市,東區,東勢里,1095,260,731,717,364,-457,49.795,-63.738
10018010023,新竹市,東區,光復里,680,188,643,674,37,-486,5.754,-72.107
10018010038,新竹市,東區,前溪里,561,161,541,595,20,-434,3.697,-72.941
10018010039,新竹市,東區,水源里,755,239,628,804,127,-565,20.223,-70.274
10018010040,新竹市,東區,千甲里,550,101,489,392,61,-291,12.474,-74.235
10018010024,新竹市,東區,豐功里,1301,291,1337,946,-36,-655,-2.693,-69.239
10018010025,新竹市,東區,武功里,1409,143,1531,511,-122,-368,-7.969,-72.016
10018010036,新竹市,東區,軍功里,814,128,844,405,-30,-277,-3.555,-68.395
10018010035,新竹市,東區,立功里,249,22,318,94,-69,-72,-21.698,-76.596
10018010037,新竹市,東區,建功里,1365,160,1437,522,-72,-362,-5.01,-69.349
10018010033,新竹市,東區,光明里,871,172,944,513,-73,-341,-7.733,-66.472
10018010042,新竹市,東區,龍山里,2370,498,2299,2028,71,-1530,3.088,-75.444
10018010047,新竹市,東區,科園里,1909,376,1895,1320,14,-944,0.739,-71.515
10018010041,新竹市,東區,埔頂里,1802,374,1320,1319,482,-945,36.515,-71.645
10018010043,新竹市,東區,新莊里,1333,258,1292,1012,41,-754,3.173,-74.506
10018010054,新竹市,東區,關新里,955,215,950,977,5,-762,0.526,-77.994
10018010046,新竹市,東區,關東里,1227,201,1161,798,66,-597,5.685,-74.812
10018010045,新竹市,東區,金山里,1333,207,1311,823,22,-616,1.678,-74.848
10018010044,新竹市,東區,仙水里,1396,292,1127,862,269,-570,23.869,-66.125
10018010032,新竹市,東區,仙宮里,348,72,323,256,25,-184,7.74,-71.875
10018010004,新竹市,東區,關帝里,100,49,87,125,13,-76,14.943,-60.8
10018010001,新竹市,東區,南門里,159,49,133,201,26,-152,19.549,-75.622
10018010003,新竹市,東區,南市里,144,87,136,228,8,-141,5.882,-61.842
10018010002,新竹市,東區,福德里,363,122,352,299,11,-177,3.125,-59.197
10018010016,新竹市,東區,振興里,1263,282,1170,1008,93,-726,7.949,-72.024
10018010029,新竹市,東區,新興里,721,207,650,689,71,-482,10.923,-69.956
10018010010,新竹市,東區,寺前里,180,52,146,167,34,-115,23.288,-68.862
10018010009,新竹市,東區,竹蓮里,129,63,252,283,-123,-220,-48.81,-77.739
10018010008,新竹市,東區,下竹里,112,31,252,283,-140,-252,-55.556,-89.046
10018010014,新竹市,東區,頂竹里,621,191,578,673,43,-482,7.439,-71.62
10018010015,新竹市,東區,南大里,307,89,284,347,23,-258,8.099,-74.352
10018010049,新竹市,東區,新光里,843,218,720,728,123,-510,17.083,-70.055
10018010028,新竹市,東區,光鎮里,793,187,774,738,19,-551,2.455,-74.661
10018010031,新竹市,東區,高峰里,1399,320,1293,1153,106,-833,8.198,-72.246
10018010052,新竹市,東區,湖濱里,931,232,867,762,64,-530,7.382,-69.554
10018010030,新竹市,東區,柴橋里,1406,289,1252,1056,154,-767,12.3,-72.633
10018010053,新竹市,東區,明湖里,1226,238,1017,737,209,-499,20.551,-67.707
10018020001,新竹市,北區,西門里,112,50,127,125,-15,-75,-11.811,-60.0
10018020004,新竹市,北區,中央里,63,28,68,128,-5,-100,-7.353,-78.125
10018020003,新竹市,北區,潛園里,135,40,137,192,-2,-152,-1.46,-79.167
10018020005,新竹市,北區,崇禮里,201,80,188,280,13,-200,6.915,-71.429
10018020006,新竹市,北區,石坊里,120,50,150,190,-30,-140,-20.0,-73.684
10018020007,新竹市,北區,興南里,282,89,150,190,132,-101,88.0,-53.158
10018020002,新竹市,北區,仁德里,132,52,138,182,-6,-130,-4.348,-71.429
10018020031,新竹市,北區,育英里,705,206,691,802,14,-596,2.026,-74.314
10018020044,新竹市,北區,台溪里,346,106,306,297,40,-191,13.072,-64.31
10018020032,新竹市,北區,曲溪里,1244,270,1030,958,214,-688,20.777,-71.816
10018020033,新竹市,北區,西雅里,611,198,519,675,92,-477,17.726,-70.667
10018020030,新竹市,北區,客雅里,404,132,331,367,73,-235,22.054,-64.033
10018020045,新竹市,北區,中雅里,1064,174,1015,550,49,-376,4.828,-68.364
10018020034,新竹市,北區,南勢里,922,298,161,202,761,96,472.671,47.525
10018020035,新竹市,北區,大鵬里,56,4,161,202,-105,-198,-65.217,-98.02
10018020010,新竹市,北區,大同里,190,62,217,166,-27,-104,-12.442,-62.651
10018020011,新竹市,北區,中山里,198,64,145,236,53,-172,36.552,-72.881
10018020009,新竹市,北區,中興里,192,66,188,220,4,-154,2.128,-70.0
10018020013,新竹市,北區,新民里,337,84,319,361,18,-277,5.643,-76.731
10018020012,新竹市,北區,長和里,307,108,259,341,48,-233,18.533,-68.328
10018020008,新竹市,北區,北門里,212,78,196,245,16,-167,8.163,-68.163
10018020014,新竹市,北區,民富里,959,275,863,1038,96,-763,11.124,-73.507
10018020037,新竹市,北區,磐石里,1184,357,1094,1224,90,-867,8.227,-70.833
10018020038,新竹市,北區,新雅里,919,245,765,888,154,-643,20.131,-72.41
10018020016,新竹市,北區,文雅里,922,251,879,901,43,-650,4.892,-72.142
10018020015,新竹市,北區,水田里,780,221,690,650,90,-429,13.043,-66.0
10018020017,新竹市,北區,光田里,520,116,522,435,-2,-319,-0.383,-73.333
10018020039,新竹市,北區,光華里,822,169,805,690,17,-521,2.112,-75.507
10018020040,新竹市,北區,金華里,1208,288,1145,1043,63,-755,5.502,-72.387
10018020021,新竹市,北區,湳雅里,697,185,677,599,20,-414,2.954,-69.115
10018020043,新竹市,北區,金雅里,1075,245,643,678,432,-433,67.185,-63.864
10018020042,新竹市,北區,湳中里,1962,444,1663,1300,299,-856,17.98,-65.846
10018020022,新竹市,北區,舊社里,1496,385,1378,1240,118,-855,8.563,-68.952
10018020041,新竹市,北區,金竹里,1434,305,1335,1078,99,-773,7.416,-71.707
10018020023,新竹市,北區,武陵里,1580,140,1683,453,-103,-313,-6.12,-69.095
10018020019,新竹市,北區,福林里,985,210,990,727,-5,-517,-0.505,-71.114
10018020036,新竹市,北區,境福里,1096,281,1096,1012,0,-731,0.0,-72.233
10018020018,新竹市,北區,士林里,498,141,345,448,153,-307,44.348,-68.527
10018020020,新竹市,北區,古賢里,159,59,144,209,15,-150,10.417,-71.77
10018020024,新竹市,北區,南寮里,1109,183,997,1016,112,-833,11.234,-81.988
10018020026,新竹市,北區,康樂里,756,202,566,628,190,-426,33.569,-67.834
10018020028,新竹市,北區,中寮里,900,213,698,664,202,-451,28.94,-67.922
10018020029,新竹市,北區,海濱里,982,173,707,726,275,-553,38.897,-76.171
10018020027,新竹市,北區,港北里,437,147,329,412,108,-265,32.827,-64.32
10018020025,新竹市,北區,舊港里,122,40,108,113,14,-73,12.963,-64.602
10018030009,新竹市,香山區,頂埔里,1082,304,984,979,98,-675,9.959,-68.948
10018030024,新竹市,香山區,頂福里,1109,225,914,852,195,-627,21.335,-73.592
10018030007,新竹市,香山區,中埔里,672,164,625,655,47,-491,7.52,-74.962
10018030008,新竹市,香山區,牛埔里,1106,235,882,838,224,-603,25.397,-71.957
10018030006,新竹市,香山區,埔前里,663,175,561,740,102,-565,18.182,-76.351
10018030005,新竹市,香山區,樹下里,361,146,310,590,51,-444,16.452,-75.254
10018030004,新竹市,香山區,浸水里,457,159,326,498,131,-339,40.184,-68.072
10018030003,新竹市,香山區,虎林里,503,110,434,463,69,-353,15.899,-76.242
10018030002,新竹市,香山區,虎山里,1044,316,892,1180,152,-864,17.04,-73.22
10018030001,新竹市,香山區,港南里,551,190,374,671,177,-481,47.326,-71.684
10018030010,新竹市,香山區,東香里,1188,219,1030,781,158,-562,15.34,-71.959
10018030011,新竹市,香山區,香村里,915,180,776,637,139,-457,17.912,-71.743
10018030012,新竹市,香山區,香山里,984,246,761,821,223,-575,29.304,-70.037
10018030013,新竹市,香山區,大庄里,608,190,447,616,161,-426,36.018,-69.156
10018030014,新竹市,香山區,美山里,222,68,177,254,45,-186,25.424,-73.228
10018030015,新竹市,香山區,朝山里,480,114,361,412,119,-298,32.964,-72.33
10018030016,新竹市,香山區,海山里,563,138,446,429,117,-291,26.233,-67.832
10018030022,新竹市,香山區,鹽水里,312,86,257,294,55,-208,21.401,-70.748
10018030021,新竹市,香山區,內湖里,867,192,716,766,151,-574,21.089,-74.935
10018030023,新竹市,香山區,南港里,158,64,130,207,28,-143,21.538,-69.082
10018030020,新竹市,香山區,中隘里,470,95,350,276,120,-181,34.286,-65.58
10018030019,新竹市,香山區,南隘里,196,46,162,136,34,-90,20.988,-66.176
10018030018,新竹市,香山區,大湖里,215,48,161,168,54,-120,33.54,-71.429
10018030017,新竹市,香山區,茄苳里,203,51,137,136,66,-85,48.175,-62.5
10015010009,花蓮縣,花蓮市,民德里,375,70,419,238,-44,-168,-10.501,-70.588
10015010018,花蓮縣,花蓮市,民勤里,746,114,855,395,-109,-281,-12.749,-71.139
10015010010,花蓮縣,花蓮市,民意里,581,66,658,147,-77,-81,-11.702,-55.102
10015010025,花蓮縣,花蓮市,民心里,235,37,261,119,-26,-82,-9.962,-68.908
10015010033,花蓮縣,花蓮市,民享里,858,112,896,325,-38,-213,-4.241,-65.538
10015010045,花蓮縣,花蓮市,民孝里,900,117,1017,389,-117,-272,-11.504,-69.923
10015010002,花蓮縣,花蓮市,民運里,461,76,540,280,-79,-204,-14.63,-72.857
10015010017,花蓮縣,花蓮市,民政里,983,150,1060,477,-77,-327,-7.264,-68.553
10015010001,花蓮縣,花蓮市,民立里,347,67,405,216,-58,-149,-14.321,-68.981
10015010026,花蓮縣,花蓮市,民樂里,160,36,160,78,0,-42,0.0,-53.846
10015010034,花蓮縣,花蓮市,民有里,100,27,119,103,-19,-76,-15.966,-73.786
10015010027,花蓮縣,花蓮市,民主里,134,20,153,55,-19,-35,-12.418,-63.636
10015010003,花蓮縣,花蓮市,民族里,84,13,107,60,-23,-47,-21.495,-78.333
10015010019,花蓮縣,花蓮市,民生里,167,43,235,189,-68,-146,-28.936,-77.249
10015010035,花蓮縣,花蓮市,民權里,95,6,117,56,-22,-50,-18.803,-89.286
10015010020,花蓮縣,花蓮市,主商里,91,16,110,105,-19,-89,-17.273,-84.762
10015010028,花蓮縣,花蓮市,主勤里,147,52,198,135,-51,-83,-25.758,-61.481
10015010013,花蓮縣,花蓮市,主工里,110,18,131,96,-21,-78,-16.031,-81.25
10015010004,花蓮縣,花蓮市,主信里,141,34,158,115,-17,-81,-10.759,-70.435
10015010012,花蓮縣,花蓮市,主義里,109,22,130,68,-21,-46,-16.154,-67.647
10015010005,花蓮縣,花蓮市,主睦里,112,16,122,84,-10,-68,-8.197,-80.952
10015010036,花蓮縣,花蓮市,主計里,182,32,202,103,-20,-71,-9.901,-68.932
10015010006,花蓮縣,花蓮市,主和里,640,125,685,409,-45,-284,-6.569,-69.438
10015010021,花蓮縣,花蓮市,主學里,372,77,444,271,-72,-194,-16.216,-71.587
10015010014,花蓮縣,花蓮市,主農里,879,131,862,467,17,-336,1.972,-71.949
10015010042,花蓮縣,花蓮市,主安里,549,109,572,284,-23,-175,-4.021,-61.62
10015010037,花蓮縣,花蓮市,主權里,1228,209,1308,667,-80,-458,-6.116,-68.666
10015010029,花蓮縣,花蓮市,主力里,548,86,640,407,-92,-321,-14.375,-78.87
10015010008,花蓮縣,花蓮市,國風里,660,129,801,448,-141,-319,-17.603,-71.205
10015010007,花蓮縣,花蓮市,國威里,251,60,330,246,-79,-186,-23.939,-75.61
10015010015,花蓮縣,花蓮市,國治里,158,30,178,122,-20,-92,-11.236,-75.41
10015010030,花蓮縣,花蓮市,國安里,98,24,124,74,-26,-50,-20.968,-67.568
10015010022,花蓮縣,花蓮市,國光里,247,42,318,148,-71,-106,-22.327,-71.622
10015010039,花蓮縣,花蓮市,國防里,177,35,188,128,-11,-93,-5.851,-72.656
10015010038,花蓮縣,花蓮市,國華里,461,72,550,320,-89,-248,-16.182,-77.5
10015010031,花蓮縣,花蓮市,國魂里,425,70,475,301,-50,-231,-10.526,-76.744
10015010023,花蓮縣,花蓮市,國聯里,611,121,621,401,-10,-280,-1.61,-69.825
10015010043,花蓮縣,花蓮市,國盛里,815,121,824,413,-9,-292,-1.092,-70.702
10015010024,花蓮縣,花蓮市,國強里,505,77,417,226,88,-149,21.103,-65.929
10015010016,花蓮縣,花蓮市,國富里,1165,204,1277,683,-112,-479,-8.771,-70.132
10015010041,花蓮縣,花蓮市,國裕里,1044,167,1102,516,-58,-349,-5.263,-67.636
10015010032,花蓮縣,花蓮市,國慶里,230,42,224,181,6,-139,2.679,-76.796
10015010044,花蓮縣,花蓮市,國興里,1048,175,1139,545,-91,-370,-7.989,-67.89
10015010040,花蓮縣,花蓮市,國福里,283,56,332,133,-49,-77,-14.759,-57.895
10015040001,花蓮縣,新城鄉,新城村,279,61,309,189,-30,-128,-9.709,-67.725
10015040002,花蓮縣,新城鄉,順安村,149,43,134,176,15,-133,11.194,-75.568
10015040003,花蓮縣,新城鄉,康樂村,538,88,536,267,2,-179,0.373,-67.041
10015040008,花蓮縣,新城鄉,大漢村,636,90,679,200,-43,-110,-6.333,-55.0
10015040009,花蓮縣,新城鄉,新秀村,390,76,,,,,,
10015040004,花蓮縣,新城鄉,北埔村,729,123,1005,435,-276,-312,-27.463,-71.724
10015040005,花蓮縣,新城鄉,佳林村,227,32,246,124,-19,-92,-7.724,-74.194
10015040006,花蓮縣,新城鄉,嘉里村,874,121,904,343,-30,-222,-3.319,-64.723
10015040007,花蓮縣,新城鄉,嘉新村,265,19,303,90,-38,-71,-12.541,-78.889
10015110009,花蓮縣,秀林鄉,和平村,350,38,332,124,18,-86,5.422,-69.355
10015110001,花蓮縣,秀林鄉,崇德村,303,27,318,63,-15,-36,-4.717,-57.143
10015110002,花蓮縣,秀林鄉,富世村,335,78,407,173,-72,-95,-17.69,-54.913
10015110003,花蓮縣,秀林鄉,秀林村,410,55,386,138,24,-83,6.218,-60.145
10015110007,花蓮縣,秀林鄉,景美村,342,38,363,137,-21,-99,-5.785,-72.263
10015110008,花蓮縣,秀林鄉,佳民村,301,25,304,53,-3,-28,-0.987,-52.83
10015110004,花蓮縣,秀林鄉,水源村,298,30,328,59,-30,-29,-9.146,-49.153
10015110005,花蓮縣,秀林鄉,銅門村,305,23,331,66,-26,-43,-7.855,-65.152
10015110006,花蓮縣,秀林鄉,文蘭村,256,31,297,50,-41,-19,-13.805,-38.0
10015050003,花蓮縣,吉安鄉,太昌村,740,129,782,491,-42,-362,-5.371,-73.727
10015050004,花蓮縣,吉安鄉,永安村,1074,161,1099,543,-25,-382,-2.275,-70.35
10015050001,花蓮縣,吉安鄉,北昌村,1368,253,1867,1045,-499,-792,-26.727,-75.789
10015050019,花蓮縣,吉安鄉,吉昌村,324,49,,,,,,
10015050002,花蓮縣,吉安鄉,勝安村,1266,237,1272,745,-6,-508,-0.472,-68.188
10015050013,花蓮縣,吉安鄉,宜昌村,959,169,1014,501,-55,-332,-5.424,-66.267
10015050012,花蓮縣,吉安鄉,南昌村,1038,133,1032,441,6,-308,0.581,-69.841
10015050005,花蓮縣,吉安鄉,慶豐村,1743,305,1734,869,9,-564,0.519,-64.902
10015050006,花蓮縣,吉安鄉,吉安村,1353,207,1383,641,-30,-434,-2.169,-67.707
10015050007,花蓮縣,吉安鄉,福興村,766,134,739,432,27,-298,3.654,-68.981
10015050008,花蓮縣,吉安鄉,南華村,356,96,346,257,10,-161,2.89,-62.646
10015050009,花蓮縣,吉安鄉,干城村,292,33,320,95,-28,-62,-8.75,-65.263
10015050015,花蓮縣,吉安鄉,東昌村,1428,206,1458,549,-30,-343,-2.058,-62.477
10015050016,花蓮縣,吉安鄉,仁安村,458,70,482,249,-24,-179,-4.979,-71.888
10015050017,花蓮縣,吉安鄉,仁和村,1023,153,1020,492,3,-339,0.294,-68.902
10015050014,花蓮縣,吉安鄉,仁里村,1480,236,1563,729,-83,-493,-5.31,-67.627
10015050011,花蓮縣,吉安鄉,稻香村,855,116,831,384,24,-268,2.888,-69.792
10015050010,花蓮縣,吉安鄉,永興村,750,99,724,282,26,-183,3.591,-64.894
10015050018,花蓮縣,吉安鄉,光華村,492,48,575,175,-83,-127,-14.435,-72.571
10015060002,花蓮縣,壽豐鄉,溪口村,198,50,258,127,-60,-77,-23.256,-60.63
10015060001,花蓮縣,壽豐鄉,樹湖村,87,15,84,54,3,-39,3.571,-72.222
10015060003,花蓮縣,壽豐鄉,豐山村,394,58,441,211,-47,-153,-10.658,-72.512
10015060004,花蓮縣,壽豐鄉,豐裡村,298,52,300,172,-2,-120,-0.667,-69.767
10015060005,花蓮縣,壽豐鄉,豐坪村,200,38,207,89,-7,-51,-3.382,-57.303
10015060007,花蓮縣,壽豐鄉,壽豐村,341,58,374,201,-33,-143,-8.824,-71.144
10015060006,花蓮縣,壽豐鄉,共和村,197,44,219,99,-22,-55,-10.046,-55.556
10015060008,花蓮縣,壽豐鄉,光榮村,204,24,231,53,-27,-29,-11.688,-54.717
10015060009,花蓮縣,壽豐鄉,池南村,174,26,198,96,-24,-70,-12.121,-72.917
10015060010,花蓮縣,壽豐鄉,平和村,282,66,312,222,-30,-156,-9.615,-70.27
10015060011,花蓮縣,壽豐鄉,志學村,576,159,540,395,36,-236,6.667,-59.747
10015060012,花蓮縣,壽豐鄉,米棧村,64,8,80,30,-16,-22,-20.0,-73.333
10015060013,花蓮縣,壽豐鄉,月眉村,195,28,213,54,-18,-26,-8.451,-48.148
10015060015,花蓮縣,壽豐鄉,鹽寮村,99,16,115,52,-16,-36,-13.913,-69.231
10015060014,花蓮縣,壽豐鄉,水璉村,142,18,176,54,-34,-36,-19.318,-66.667
10015020001,花蓮縣,鳳林鎮,鳳仁里,345,30,298,135,47,-105,15.772,-77.778
10015020002,花蓮縣,鳳林鎮,鳳義里,146,27,205,56,-59,-29,-28.78,-51.786
10015020003,花蓮縣,鳳林鎮,鳳禮里,160,26,180,80,-20,-54,-11.111,-67.5
10015020004,花蓮縣,鳳林鎮,鳳智里,300,28,312,96,-12,-68,-3.846,-70.833
10015020005,花蓮縣,鳳林鎮,鳳信里,335,38,355,108,-20,-70,-5.634,-64.815
10015020006,花蓮縣,鳳林鎮,山興里,132,25,131,36,1,-11,0.763,-30.556
10015020007,花蓮縣,鳳林鎮,大榮里,282,54,293,165,-11,-111,-3.754,-67.273
10015020008,花蓮縣,鳳林鎮,北林里,114,29,110,94,4,-65,3.636,-69.149
10015020009,花蓮縣,鳳林鎮,南平里,121,23,137,71,-16,-48,-11.679,-67.606
10015020010,花蓮縣,鳳林鎮,林榮里,217,25,235,104,-18,-79,-7.66,-75.962
10015020011,花蓮縣,鳳林鎮,長橋里,194,39,212,107,-18,-68,-8.491,-63.551
10015020012,花蓮縣,鳳林鎮,森榮里,26,3,36,8,-10,-5,-27.778,-62.5
10015070002,花蓮縣,光復鄉,大華村,262,44,257,157,5,-113,1.946,-71.975
10015070001,花蓮縣,光復鄉,大安村,197,33,204,116,-7,-83,-3.431,-71.552
10015070003,花蓮縣,光復鄉,大平村,194,45,210,60,-16,-15,-7.619,-25.0
10015070004,花蓮縣,光復鄉,大馬村,193,28,211,43,-18,-15,-8.531,-34.884
10015070005,花蓮縣,光復鄉,大同村,235,33,246,107,-11,-74,-4.472,-69.159
10015070011,花蓮縣,光復鄉,東富村,171,23,248,45,-77,-22,-31.048,-48.889
10015070012,花蓮縣,光復鄉,西富村,184,28,233,75,-49,-47,-21.03,-62.667
10015070013,花蓮縣,光復鄉,南富村,191,21,174,78,17,-57,9.77,-73.077
10015070014,花蓮縣,光復鄉,北富村,198,14,211,44,-13,-30,-6.161,-68.182
10015070006,花蓮縣,光復鄉,大進村,113,16,127,51,-14,-35,-11.024,-68.627
10015070007,花蓮縣,光復鄉,大全村,126,34,142,84,-16,-50,-11.268,-59.524
10015070008,花蓮縣,光復鄉,大興村,94,17,128,32,-34,-15,-26.562,-46.875
10015070009,花蓮縣,光復鄉,大富村,63,8,64,41,-1,-33,-1.562,-80.488
10015070010,花蓮縣,光復鄉,大豐村,90,12,92,51,-2,-39,-2.174,-76.471
10015080005,花蓮縣,豐濱鄉,靜浦村,136,19,157,26,-21,-7,-13.376,-26.923
10015080004,花蓮縣,豐濱鄉,港口村,151,29,163,63,-12,-34,-7.362,-53.968
10015080001,花蓮縣,豐濱鄉,豐濱村,276,49,301,103,-25,-54,-8.306,-52.427
10015080002,花蓮縣,豐濱鄉,新社村,117,20,121,39,-4,-19,-3.306,-48.718
10015080003,花蓮縣,豐濱鄉,磯崎村,91,7,99,19,-8,-12,-8.081,-63.158
10015120001,花蓮縣,萬榮鄉,西林村,250,20,251,46,-1,-26,-0.398,-56.522
10015120002,花蓮縣,萬榮鄉,見晴村,97,8,103,18,-6,-10,-5.825,-55.556
10015120003,花蓮縣,萬榮鄉,萬榮村,153,15,160,36,-7,-21,-4.375,-58.333
10015120004,花蓮縣,萬榮鄉,明利村,149,22,152,29,-3,-7,-1.974,-24.138
10015120005,花蓮縣,萬榮鄉,馬遠村,243,38,206,55,37,-17,17.961,-30.909
10015120006,花蓮縣,萬榮鄉,紅葉村,200,22,218,42,-18,-20,-8.257,-47.619
10015090001,花蓮縣,瑞穗鄉,瑞穗村,413,57,436,194,-23,-137,-5.275,-70.619
10015090002,花蓮縣,瑞穗鄉,瑞美村,424,68,436,199,-12,-131,-2.752,-65.829
10015090003,花蓮縣,瑞穗鄉,瑞良村,118,15,126,68,-8,-53,-6.349,-77.941
